Uniprot,iBAQ A549_1,iBAQ A549_2,iBAQ A549_3,iBAQ GAMG_1,iBAQ GAMG_2,iBAQ GAMG_3,iBAQ HEK293_1,iBAQ HEK293_2,iBAQ HEK293_3,iBAQ HeLa_1,iBAQ HeLa_2,iBAQ HeLa_3,iBAQ HepG2_1,iBAQ HepG2_2,iBAQ HepG2_3,iBAQ Jurkat_1,iBAQ Jurkat_2,iBAQ Jurkat_3,iBAQ K562_1,iBAQ K562_2,iBAQ K562_3,iBAQ LnCap_1,iBAQ LnCap_2,iBAQ LnCap_3,iBAQ MCF7_1,iBAQ MCF7_2,iBAQ MCF7_3,iBAQ RKO_1,iBAQ RKO_2,iBAQ RKO_3,iBAQ U2OS_1,iBAQ U2OS_2,iBAQ U2OS_3
Q99417;B2R4N0;Q6IB68,6.802582,7.162803,6.943761,7.097847,7.29787,7.108497,7.104828,7.600025,7.111061,7.330596,6.582892,6.223132,6.501237,6.133251,6.437116,6.964269,6.07562,7.09854,6.799444,5.295567,5.764744,6.737256,6.743345,5.713297,7.265148,7.121461,7.342166,7.005395,6.638569,5.904889,6.753177,7.214844,7.91688
Q99418-1;Q99418;Q99418-2;Q15795;C9JZM6;Q59F87,4.815551,5.540767,NaN,4.820057,5.463758,5.019781,5.130977,NaN,NaN,NaN,NaN,4.989334,4.521073,NaN,4.309673,NaN,NaN,5.043716,NaN,NaN,4.039454,NaN,NaN,NaN,NaN,5.464713,NaN,4.465427,5.375243,5.179408,4.854306,NaN,5.14619
Q99424;B4DPM1;C9J0G0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.058616,5.382665,5.301399,NaN,NaN,NaN,NaN,NaN,NaN,3.93128,NaN,4.669596,NaN,NaN,NaN,4.200166,NaN,NaN,NaN,NaN,NaN
Q99426;Q6FGY5;A8MVD5,7.284791,7.614792,7.63792,7.300487,7.652266,7.265879,7.490997,7.830736,7.374968,6.953571,6.537051,7.088171,6.705906,6.352626,6.802014,7.198437,6.354761,7.450588,6.887617,5.610511,NaN,7.142828,7.293451,7.528852,7.276806,7.184663,7.316432,6.924935,5.926543,NaN,7.592465,7.499934,8.206232
Q99436;B2RAQ9;Q6IBT1;Q86U62;Q5TBG5;B4E0P1,6.859018,7.095727,7.076568,6.860835,6.949527,7.148417,7.518343,7.465665,7.451126,7.208253,6.666827,6.965869,7.052732,5.980262,6.804644,6.957689,5.985035,6.975478,7.335298,6.549751,5.066885,6.693393,7.513856,7.094331,7.202434,7.126586,6.971689,7.073645,7.320375,5.220657,6.557543,7.199014,7.289121
Q99442;A0JLN5;Q3KR08;C9JVU0;C9J6T5,6.882656,6.39187,6.608718,6.802486,6.650919,6.39044,6.169645,6.666883,6.412427,5.530059,NaN,5.76387,6.872523,4.74369,6.338078,5.908061,NaN,6.52961,6.493486,4.930047,NaN,6.175744,6.63272,6.716554,6.996056,6.930684,6.77038,6.311733,NaN,NaN,6.535648,5.844005,6.569584
Q99447;B3KSC8;B7Z4W6;B7Z7A5;B7ZAS0;Q6IBM3,4.686064,5.300378,5.502058,7.004107,7.263896,7.031974,6.088526,6.501429,6.137987,5.946992,4.888898,6.398808,7.371012,6.682677,7.0574,6.083861,5.501333,6.632528,6.397731,5.519382,6.099301,5.779192,6.30116,6.400797,5.802411,6.40444,5.863263,5.66706,5.556001,5.852974,5.903231,5.374895,6.367356
Q99459;B3KY60;B4DSH1,6.392433,6.85295,6.212028,6.44753,7.012078,6.853168,7.116143,7.814627,7.342699,7.024157,6.660609,7.214526,6.559032,6.209676,6.224481,6.647295,5.890382,7.184266,7.140351,6.570099,6.446397,6.435749,7.084791,6.813401,6.809614,7.319335,7.084362,6.581016,6.077586,6.021148,6.791508,7.083932,7.524292
Q99460-1;Q99460;B2R6D0;Q05BX4;Q05CW6;Q99460-2,6.789242,7.096702,6.638898,7.108057,7.352858,7.245142,7.260858,7.782135,7.523148,6.965569,6.495489,7.071145,7.139942,6.712793,7.070296,6.900537,6.360858,7.375901,7.324035,6.652217,6.398669,6.856705,7.291013,7.120706,7.151278,7.215664,7.243782,7.113542,6.800353,6.317938,7.309715,7.186448,7.70293
Q99470;Q6IBU4,NaN,6.225878,NaN,6.47264,7.27133,6.634316,6.53227,6.871065,6.718161,6.318898,6.077041,6.390299,6.742796,6.224403,6.618487,NaN,NaN,6.406881,NaN,NaN,4.420286,5.943034,6.756856,6.158814,6.503205,6.545802,6.27425,NaN,NaN,NaN,6.335278,6.499041,7.39067
Q99471;Q9C083,6.824191,7.273047,NaN,7.315614,7.187972,7.550803,7.434761,7.838629,7.61017,7.047781,6.521844,7.25739,7.236562,6.416041,6.601136,7.241223,6.605337,7.631231,7.558517,6.600625,6.581779,6.600515,6.783067,6.868838,7.33716,7.037865,7.379849,7.259785,6.557459,7.016783,7.584263,7.470587,8.08771
Q99487;B2R9K4,NaN,4.811226,NaN,NaN,5.322116,4.665609,NaN,NaN,NaN,NaN,3.455728,NaN,NaN,NaN,4.384963,NaN,NaN,4.942013,NaN,NaN,NaN,NaN,NaN,4.83569,NaN,NaN,NaN,NaN,5.092756,NaN,NaN,NaN,NaN
Q99489-3;Q99489;Q99489-1;C9K4X7;Q99489-4;Q99489-2,NaN,NaN,NaN,5.045792,5.999209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.922881,5.292964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.56534,4.315949,NaN,6.242367,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99490-2;Q99490;Q99490-1;B3KVD5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.334011,NaN,NaN,5.43228,NaN,NaN,NaN,5.803238,4.311881,6.250249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.47715,3.854452,NaN,NaN
Q99496;B3KRH1,NaN,6.226007,4.99917,NaN,6.043952,5.368306,6.548979,6.896961,6.760475,5.504743,5.662068,6.610969,5.458154,NaN,5.416041,5.804453,5.490436,6.099508,6.664548,5.658698,4.808488,5.780396,6.182842,6.344707,5.515834,6.142546,5.09047,5.384963,5.492733,4.456381,6.053079,5.839509,5.997107
Q99497,7.660078,8.092229,7.502427,7.983974,8.335398,7.954889,8.137418,8.488283,8.257295,7.725225,7.409646,7.873948,8.06307,7.646149,7.855477,7.842547,7.177306,8.151032,8.217352,7.586373,6.891939,8.024117,8.695885,8.664896,7.645727,8.05007,8.016992,8.103427,7.514906,6.534267,7.944828,7.874847,8.51825
Q99501-1;Q99501;A0A5E8;B5MCR7;Q99501-2;B4DWX4;Q99501-3;C9JRR6,NaN,NaN,4.631738,5.114878,NaN,5.614,NaN,NaN,NaN,5.33656,3.414238,5.058046,NaN,NaN,NaN,4.932575,NaN,4.794132,NaN,NaN,3.330211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.998547,4.438067,5.234087
Q99504-1;Q99504;B4DNZ7;Q0P685;Q99504-2;B1APR7;B4DIR7;B4E151;Q8IVX7,NaN,4.991563,4.5469,NaN,5.371622,NaN,NaN,5.583459,5.265408,NaN,NaN,4.964406,NaN,NaN,5.233935,4.938084,3.54098,5.167465,NaN,NaN,5.042654,5.238949,5.201889,4.081275,4.529572,4.714615,5.588485,NaN,5.145631,5.253411,NaN,NaN,5.492858
Q99519;A8K4K1;Q59GU8;Q5JQI0;Q6IBT5;Q6Q4G7;Q6Q4G8;Q6Q4G9,NaN,NaN,5.199371,7.295699,7.371012,6.854676,5.336279,5.962682,4.954749,5.731032,5.550143,5.621083,7.301833,6.630479,6.726312,NaN,NaN,4.801569,5.632973,4.823148,4.618843,4.904737,NaN,NaN,5.882081,6.068334,5.506289,5.644389,NaN,4.77069,6.417555,5.598856,6.100474
Q99523;A8KAQ3;B4DWI3,NaN,NaN,NaN,4.971892,4.502413,5.576353,5.858381,6.275473,6.019532,3.727362,4.352645,4.962488,6.098678,5.647745,5.784617,5.298897,4.968132,6.124863,6.416873,5.483116,5.742827,NaN,NaN,NaN,6.057628,6.312537,6.316662,NaN,NaN,4.178401,5.30477,5.487831,5.948261
Q99536;B0AZP7;B3KUF8;B4DPX4,7.06213,7.552729,7.155488,7.86337,8.219872,7.717887,7.124928,7.47586,7.148572,7.247335,6.94236,7.190584,7.688749,7.491179,7.59972,7.87062,7.420253,8.052502,7.227707,6.775254,5.732474,6.583119,7.243435,7.143764,6.627069,6.797974,6.813521,7.400728,6.851332,6.07784,7.333367,7.317562,7.893329
Q99538;A8K669;B7Z4A4;B7Z4S8;Q53XC6;Q6I9U9;Q96CY7;Q86TV3;Q86TV2,5.199618,5.713407,5.369123,NaN,5.797966,6.007918,6.623146,7.025715,6.577457,5.126781,4.277541,5.835671,5.40343,4.722692,4.5989,5.108193,4.633973,6.491376,NaN,NaN,NaN,6.006979,6.72228,6.563077,6.197969,5.958822,6.336219,5.069816,5.003029,4.619719,5.971406,6.021603,6.717196
Q99541;B4DJK9;Q6FHZ7;B4DNH6;Q5SYF5,4.399102,5.657352,4.334514,NaN,4.928948,NaN,NaN,NaN,NaN,NaN,6.756788,5.021479,7.47982,6.855453,7.117835,NaN,NaN,NaN,5.055455,4.162833,4.824822,NaN,NaN,NaN,NaN,NaN,NaN,5.809916,5.765028,5.535231,5.742222,6.040761,6.386463
Q99543-1;Q99543;A4VCI0;Q08AR5;Q99543-2;Q6P5S9,6.000781,6.099646,5.79852,5.638469,6.13865,6.255345,6.759774,7.002079,6.799465,6.5313,5.816089,6.662446,5.330312,4.730839,5.252513,5.823813,4.357992,6.469469,7.088313,6.011189,5.771213,5.323149,6.20515,5.800153,6.572941,6.826231,6.765415,6.656903,6.142014,5.483773,6.237242,5.862239,6.43001
Q99547;Q53HB4,6.119388,5.14314,5.318522,5.034548,6.232513,6.067814,6.536129,6.294687,6.671099,5.617996,5.458698,5.820221,NaN,5.394294,4.960456,NaN,NaN,6.174234,6.709007,5.200358,6.304533,5.928744,6.052194,6.098748,6.230679,6.222456,6.680308,6.234036,6.446848,6.139659,6.264346,6.466734,7.097882
Q99549-1;Q99549;B3KS10;Q99549-2,4.903502,5.499219,5.435987,5.528968,5.994955,6.075401,6.360234,6.466616,6.412696,5.74863,4.151217,5.750285,4.650346,NaN,4.504797,5.444419,4.906281,6.289834,6.088597,4.415824,4.124472,4.870094,5.37271,5.206016,5.234138,5.651501,5.682064,5.66168,5.279165,NaN,5.321143,4.987362,6.139091
Q99550-1;Q99550;Q99550-2;A8MVQ6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.095831,5.001561,NaN,NaN,3.381512,5.11985,NaN,3.010808,3.714028,NaN,4.407034,NaN,NaN,3.216087,NaN,NaN,NaN,NaN,NaN,NaN,5.527707,NaN,NaN,NaN,NaN,NaN
Q99551;A4D1E3;B2R952;B4DPR9,NaN,NaN,NaN,NaN,6.497993,4.141795,NaN,4.916128,4.334896,NaN,NaN,4.081563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.780922,NaN,NaN,4.220762,4.741616,5.2403,4.50618,NaN,NaN,NaN,4.730063,NaN,5.013974
Q99567;B4DP20;B7Z5I6,5.980399,6.321847,6.186165,5.923347,6.339948,6.470205,6.667817,7.037546,6.658145,6.543397,6.140382,6.324303,6.118728,5.846924,5.793797,5.939189,4.983293,6.481041,6.873355,5.965517,5.716896,6.270819,6.631413,6.686752,6.287085,6.291013,6.42896,6.499907,6.177363,5.662928,6.652421,6.013554,6.9007
Q99569-1;Q99569;Q4W5T8;Q99569-2;Q86W91,4.959819,5.433162,5.396931,4.561054,4.499687,4.308842,4.681304,5.423459,5.146407,NaN,3.843949,4.704571,NaN,4.223833,4.979343,NaN,NaN,4.658736,4.744473,NaN,3.707468,5.617325,6.244524,6.004751,5.056562,5.51359,4.953479,NaN,2.906206,4.305459,NaN,4.804807,4.094192
Q99570;A0JP11;B2RAJ6,5.303455,5.813067,5.166163,5.469469,6.049102,5.813928,5.734119,6.439554,5.988929,5.763316,5.41017,5.769274,5.568483,5.745051,5.122216,5.699708,4.730798,6.098644,5.594967,5.013722,4.826114,4.679646,5.467919,5.338317,5.397923,5.941258,5.889906,5.369957,4.881225,4.956336,5.647403,5.851698,6.471658
Q99571;B7Z6W8;B7Z4R5;Q0GM93;B7Z1M5;Q5U089,NaN,NaN,NaN,6.400693,6.509955,6.511241,NaN,NaN,4.89008,NaN,NaN,NaN,4.601114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.610255,5.205746,NaN,NaN,5.754402,NaN,NaN,NaN,NaN,4.912514,NaN,4.919664
Q99572;A8K2Z0;C6KE32;Q0IJ51;Q4VKH8;Q7Z771;Q4VKI0;Q4VKI2,NaN,NaN,NaN,NaN,5.71065,5.019407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99574;C9J6F7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.040365,NaN,NaN,5.58329,4.918466,5.306746,5.277128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99575;Q96F88,6.032659,6.683416,5.903286,5.772307,6.236361,6.994814,6.403086,6.994374,7.36545,6.764228,6.113208,6.459724,6.210292,5.225128,5.63756,5.172428,4.722716,6.034307,6.193236,4.601408,5.532793,6.319564,6.590887,6.604507,6.383654,6.546604,6.638848,6.589626,5.925756,6.067777,6.258709,5.809553,6.632082
Q99576-1;Q99576;B3KXT7;Q5JRJ1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.217878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99583,NaN,NaN,4.874551,NaN,NaN,4.763001,3.151554,NaN,4.483102,NaN,NaN,3.912716,6.088915,NaN,NaN,NaN,NaN,4.684253,NaN,NaN,NaN,NaN,4.646266,5.57186,NaN,4.7937,3.730572,NaN,NaN,NaN,4.75211,NaN,4.898999
Q99584,7.387764,7.870141,NaN,7.807961,8.230551,7.644409,7.269256,7.361709,7.299181,7.702654,7.032498,6.880728,7.352839,6.610234,7.053923,NaN,NaN,NaN,6.648916,NaN,NaN,5.273464,NaN,NaN,8.19036,8.243088,7.932367,8.033665,7.302894,5.211441,7.113609,7.400521,8.047665
Q99590-1;Q99590;B2RA91;B4DZM2;Q99590-2;Q05BS8,4.564275,5.494989,5.941492,4.798492,5.224714,5.667042,5.524604,6.008345,5.897501,6.034588,5.271447,6.01791,NaN,NaN,4.501046,3.987179,4.432552,4.994234,5.873565,4.963259,4.866175,4.071624,5.308351,5.532601,5.38144,4.696051,5.134592,NaN,4.6376,4.41792,5.278891,5.287354,5.711605
Q99595;A0PJ74;Q7RU05,5.715427,7.014101,NaN,5.356256,6.475744,4.739414,NaN,5.072801,4.410575,6.117537,6.130848,6.619469,5.144013,NaN,NaN,NaN,NaN,NaN,5.622069,5.28567,5.606994,5.801822,6.615982,5.069964,NaN,6.834586,5.898182,5.594337,5.689069,5.769436,NaN,6.52745,6.807643
Q99598;B1APC6;C4P0D4;C4P0D6;Q5VVQ1;Q9NRI2,6.051037,5.575534,6.026697,6.132324,6.458381,6.570309,7.013048,7.670218,7.389857,6.703179,5.964505,6.672818,6.766636,6.416491,6.299027,6.866435,5.951153,7.249419,7.177277,5.626114,5.725234,6.399587,6.90901,6.763458,6.313276,6.030235,6.627356,6.778694,6.399431,5.809203,6.740671,6.570344,7.405739
Q99607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.494071,NaN,NaN,4.43889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.080771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.272167,5.712069,6.813414
Q99611;Q8N9T3;Q8NAW0;B4E093,NaN,NaN,5.422541,NaN,NaN,NaN,5.652072,6.661273,6.333971,NaN,NaN,4.870527,6.102811,5.871713,6.089799,5.377925,4.749265,4.971591,5.210452,4.075145,4.886953,5.931839,6.614243,6.339749,5.186363,6.137576,5.34555,5.651937,5.325864,5.497579,4.622825,4.999739,NaN
Q99613;A1KYQ7;B3KNZ4;B4DVQ5;B4E1D5;B4E2Z6;Q3B7B9;B5ME19;B4DDN4;B4DRU0;B4DVU3;C9J1F3;C9JJ55,7.116043,7.456306,6.162952,7.154972,7.544762,7.156579,7.389326,7.994167,7.554247,7.330231,7.056867,7.315656,7.215108,6.900744,6.955413,6.961331,6.4691,7.360196,7.3274,6.718161,6.050573,7.001257,7.379088,7.209113,7.3257,7.690107,7.458819,7.363461,6.987787,6.627908,7.740078,7.382827,7.995938
Q99614;Q53GE7;Q53HD9,6.728232,6.881019,6.879715,7.095623,7.233326,6.991439,7.275426,7.718975,7.124439,7.1087,6.626207,6.769244,6.626607,4.587464,6.173652,6.810031,5.83256,6.912929,7.356447,6.307731,4.8129,6.112706,6.529879,6.176381,6.557784,6.668423,6.626443,6.586272,6.03535,4.210158,6.914888,6.599403,7.204961
Q99615;A8K4T2;B7Z9W6;Q59EH7;B4DKK3;Q7Z784,6.478321,6.835215,7.064308,6.654754,7.008983,6.902221,7.402227,7.743471,7.29787,7.128302,6.752724,7.026165,6.436322,5.669791,5.968296,6.597454,5.679482,6.918293,7.077186,6.383761,5.22144,6.29752,6.641078,6.644626,6.747474,6.878097,6.815266,6.436226,5.777601,4.856052,7.110017,6.984577,7.510357
Q99618;B2R749,NaN,5.980154,6.103735,NaN,5.598933,6.046144,5.136911,6.087924,5.82826,4.650444,4.838471,5.995999,NaN,NaN,NaN,NaN,NaN,NaN,5.864292,5.134942,4.178344,NaN,NaN,NaN,4.836976,5.324961,5.004794,NaN,NaN,3.438067,5.73428,5.6885,NaN
Q99622,6.367486,6.464892,5.309417,6.402743,6.177652,6.503368,6.699872,7.219872,6.831607,6.485778,6.111061,6.971216,6.359456,5.859264,5.913612,6.63802,5.771514,7.139281,6.375115,5.334675,5.502332,6.375279,6.941004,6.63486,6.684827,6.611118,6.465933,6.715761,5.818885,6.023664,6.978194,6.934291,7.167199
Q99623;Q9BXV3;B4DP75;B4DW05,7.722708,8.08386,7.651453,7.742702,8.154971,7.439932,7.817307,8.359797,7.90585,8.033946,7.895362,7.859331,7.981297,7.571266,7.66254,7.496916,6.788501,7.414806,7.65023,6.954484,6.811012,8.034107,8.558108,8.363029,7.759841,8.144449,8.044931,8.075985,7.635956,7.0125,7.492285,7.888264,8.231826
Q99624;B2R8Q0;B7Z614;B7Z1R3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.380392,4.356771,6.055799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99627;B2R8N1;Q53QS9;B4DFF9;B8ZZP3;A8K1H6;C9JW44,6.54595,7.24603,5.097327,6.867656,7.414338,6.814627,7.188788,7.916612,7.321495,6.831927,6.758609,6.888168,7.063859,6.836957,6.577561,6.857242,6.580024,7.165512,7.271795,6.573405,6.19432,6.723784,7.483701,7.199453,6.80005,7.468687,6.826179,7.002123,6.74577,5.79006,7.033183,7.223703,7.500621
Q99633-1;Q99633;B2RBU0;Q5T9P7;Q5T9P8,5.415958,5.36118,NaN,4.639367,5.358658,5.662607,6.007364,5.974548,6.330353,5.780533,5.163549,5.854986,NaN,NaN,4.843955,5.174525,4.034588,5.910603,5.587138,NaN,4.672255,4.428426,5.748165,4.882257,5.828666,5.77205,5.759124,5.114711,5.517605,NaN,5.424669,5.703841,6.373261
Q99638;C4TNW7;C4TNW8,4.101197,4.81183,4.457549,3.823259,4.812358,NaN,4.409646,5.280601,4.85478,3.966916,NaN,4.521896,3.752387,NaN,4.411956,NaN,4.144356,5.750138,NaN,NaN,NaN,4.860542,5.476136,5.156822,4.680308,5.836514,5.22204,NaN,NaN,NaN,4.0445,4.999909,5.665966
Q99640;B3KUN8;B4DXD4;Q0IJ49;B4DZM6;A6NHV6;B4DG26,4.797946,NaN,4.989343,NaN,NaN,NaN,4.364044,6.012204,4.88348,5.245216,4.951435,4.963727,NaN,NaN,NaN,4.481457,NaN,4.59312,5.82577,4.672679,5.623766,NaN,NaN,4.897192,6.42747,5.97612,6.390158,4.696915,NaN,4.206448,5.393207,5.264227,5.698622
Q99643;Q6IAQ2;B4DEL5;O75609;Q3C2H4,6.941144,7.484058,NaN,7.050225,7.452767,6.147707,6.787815,7.276071,6.589581,7.078856,6.946836,5.795463,7.249149,6.959146,6.918622,6.987805,6.238197,6.44061,6.758973,5.418533,NaN,7.05998,7.754264,7.532066,6.860967,7.224015,7.114611,6.879841,6.142389,NaN,5.968268,6.923234,7.098609
Q99650-1;Q99650;B4E1W9,4.617304,NaN,4.723464,5.320375,6.213199,5.948926,NaN,NaN,NaN,5.525537,4.65154,5.444981,4.536495,3.77545,4.790862,NaN,NaN,5.205096,NaN,NaN,NaN,NaN,NaN,3.939659,NaN,NaN,NaN,NaN,NaN,NaN,3.797025,NaN,4.741884
Q99653;B4DSB5,6.817017,7.259331,6.922912,6.710701,7.154728,7.157668,6.835748,7.410676,6.815239,6.64437,6.267453,6.607219,6.274435,5.685374,6.281647,6.110691,5.274458,6.692115,6.956082,6.423049,4.934261,6.573185,7.215849,6.721019,6.501333,6.855895,6.529456,6.460251,6.400123,5.220605,6.494975,6.843637,7.236109
Q99661-1;Q99661;A8K3S3;Q99661-2;B7Z6Q6;B7Z7M6;Q8N5N1;Q5JR91,5.043323,5.028978,5.426283,5.366348,5.579177,5.734159,6.23689,6.41278,6.106055,5.820661,5.294642,6.002598,NaN,NaN,NaN,6.214897,4.885265,6.623291,7.034468,5.843058,5.958296,NaN,NaN,NaN,5.41903,5.607809,5.79787,5.409087,4.807014,3.586193,6.556893,6.519802,6.80788
Q99697-2;Q99697;Q99697-1;Q99697-3;A8K6C6;O75364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.682028,NaN,NaN,NaN,NaN,NaN,2.978664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99698-1;Q99698;B7ZMN7;Q99698-2;Q99698-3,NaN,NaN,NaN,3.854178,3.912339,3.95431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.164828,NaN,3.082139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.711951,3.373868
Q99700-1;Q99700;Q99700-4;Q99700-2;Q24JQ7;Q2M2R5;A8MW22;B3KT59,5.67768,4.907169,6.229912,5.585337,5.74856,6.294775,6.056752,6.268929,6.234517,5.893001,5.008217,5.963155,5.409003,4.896609,5.477801,5.090681,4.74969,5.412242,6.414439,5.19318,5.100233,6.017451,6.65846,5.840275,6.039732,5.790053,5.688126,6.177969,5.569959,5.168232,6.086502,5.99404,6.372544
Q99704-1;Q99704;B3KP83;B4DJN1;Q53GP8;Q99704-3;Q14CB2;Q2TA81;Q99704-2,NaN,NaN,NaN,6.164175,6.451787,6.450742,4.951333,4.905029,5.638319,NaN,3.849996,4.919711,NaN,NaN,NaN,NaN,NaN,5.775625,5.18769,3.9142,4.57633,NaN,NaN,NaN,NaN,NaN,4.725552,NaN,NaN,4.437814,5.634044,5.073719,6.184066
Q99707;B7ZLW7;B7ZLW8;B4DST3;B1ANE3;Q6MZH4,NaN,5.081419,4.5071,NaN,5.352453,5.093702,5.698257,6.12717,5.866606,5.541592,4.811776,5.343881,5.077659,5.127656,4.149958,4.118793,NaN,5.308949,6.151921,4.919115,5.529263,5.662673,5.423131,5.216377,4.892745,5.500223,5.861355,NaN,NaN,3.733446,5.313403,5.156186,6.11581
Q99714-1;Q99714;Q6IBS9;Q99714-2;Q5H928,7.54444,8.023211,6.908088,7.828557,8.068186,7.621446,7.78366,8.239124,7.708421,7.813307,7.511603,7.755517,7.796227,7.204906,7.497814,7.619344,7.13133,7.732531,7.64796,6.983437,6.711234,7.887065,8.42444,8.353396,7.882377,8.272793,8.049373,7.911099,7.189659,6.629379,7.496778,7.528518,7.866311
Q99715-1;Q99715;B9EJB8;Q99715-4;Q99715-2;Q5TF09;A2A2K4;C9JLI9,3.543199,NaN,4.020817,4.790834,5.554635,5.526404,NaN,3.811542,5.747489,4.63841,4.240349,5.118496,NaN,NaN,3.191563,NaN,NaN,5.353224,4.630357,NaN,NaN,4.647344,5.385374,5.190976,NaN,3.777731,NaN,NaN,NaN,NaN,6.182672,6.148386,6.55705
Q99717;B5ME42;Q68DB7;Q6I9T1;B5MEB4,NaN,NaN,NaN,4.707374,5.628583,4.40768,5.35278,6.257607,NaN,NaN,NaN,NaN,4.191926,NaN,NaN,NaN,NaN,3.543919,5.14473,NaN,4.247384,NaN,5.394241,4.179063,NaN,5.502441,NaN,NaN,5.1854,4.790095,NaN,NaN,NaN
Q99719;Q7KYV2;Q99648;B4DJ62;C9JM82,NaN,NaN,4.635192,5.808926,6.552401,6.182957,4.919042,6.097986,5.228811,NaN,NaN,NaN,NaN,NaN,NaN,5.956313,5.749496,6.582563,7.097986,6.2154,6.084362,6.086146,6.741246,6.329662,NaN,NaN,NaN,4.20515,4.92165,5.175135,6.061415,5.963698,6.741104
Q99720-1;Q99720;B4DR71;Q99720-2;Q99720-3;A2A3U5;Q99720-4;Q99720-5;Q5T1J1,6.791698,6.912722,NaN,6.470396,7.090364,6.652874,6.962615,7.323397,6.86848,7.487676,6.826833,6.991168,6.651258,6.109106,6.639825,6.181357,5.800497,6.337639,6.041116,5.342936,5.10782,6.957789,6.946024,7.4817,NaN,NaN,NaN,6.620948,5.835018,5.661406,6.578215,6.225361,5.892607
Q99726;B4DXX8;C9JM13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.193598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99727;B2R7K6,4.612455,NaN,NaN,4.67007,NaN,NaN,NaN,NaN,5.717155,NaN,NaN,NaN,4.692009,NaN,6.27809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.399068
Q99728;A0AVN2;B2RAM8;Q53F80;B4DX74,NaN,NaN,4.608034,NaN,NaN,NaN,NaN,4.113342,5.11601,NaN,NaN,2.356389,4.857568,NaN,NaN,NaN,NaN,5.537101,NaN,NaN,4.251541,NaN,NaN,4.237669,NaN,NaN,4.834141,NaN,NaN,NaN,NaN,NaN,NaN
Q99729-3;Q99729;Q99729-2;B4DMY3;Q53F64;B5MD22;Q99729-4;Q99729-1,7.623074,7.726279,7.463923,7.3934,7.790095,7.473487,7.661263,8.175599,7.965733,7.786553,7.543286,7.569877,7.459363,6.829027,7.151032,7.713078,7.072176,7.516376,7.767126,7.156519,6.826088,7.292832,7.687243,7.640303,7.924078,8.222196,7.990494,7.776563,7.157094,6.750323,7.594801,7.808528,8.205691
