gene,abundance
A0AV37,44.456590871214985
A0AV56,94.199838888031522
A0AV96-1,26.374090904690906
A0AVT1-1,88.473212401300671
A0JI59,95.222665970575903
A0MZ66-1,64.424848358589728
A0N0E2,124.20041132666854
A0PJW6,38.909754021693089
A1A5D9-1,25.977271474460931
A1L0T0-1,87.78255623208058
A1L0V1,148.37591164743097
A1L390-1,13.844230865564215
A1L3A5,12.343349215583634
A1L3X0,51.553702192732658
A1L497,8.3110686910635767
A1X283,12.615224713623022
A1Z1D7,65.468264386549734
A2A274,176.53490277448773
A2A284,61.955887638048601
A2A2G4,40.867894131641648
A2A2Q9,50.627289906654369
A2AB30,17.05126655029666
A2BCW2,26.445896910785319
A2BEC9,21.978451960762513
A2BHY4,12.530508007728814
A2ICT2,100.06185938690668
A2RRP1-1,44.67299145456807
A2RTX5-1,21.887766618538247
A2RUC4-1,19.886501333159117
A2RUS2-1,10.433367675033205
A2VCT3,103.57076709160673
A3KMH1-1,49.568937488725176
A3KN83-1,18.958446016634682
A4D0Z6,43.447915852515813
A4D110,94.423758181117677
A4D1E9-1,46.426686282144495
A4D1F1,21.265620570712475
A4D1F3,21.640381241819917
A4D1H7,85.500126838461668
A4D1I1,57.686027031354584
A4D1P6-1,29.549907018796368
A4D1Z4,16.255921940246381
A4D2H0,26.043040743946623
A4D2Q0,37.245651313698431
A4FTY4,46.171893720211315
A4FU71,52.928651764690727
A4KVA4,17.964850500434046
A4UCT1,32.67680444195306
A4UCT2,21.403977316482006
A5D8U6,12.011352747177574
A5D8V6,50.765236936075745
A5D8W6,64.425338870421569
A5D8X2,41.074662586715867
A5JGZ4,84.362268618482986
A5YKK6-1,54.624369815725885
A5YVE9,137.29564932309449
A6NCD9,22.892696746841562
A6NCE7,97.320783341267287
A6NCI0,81.66509614799709
A6NCK0,79.588122197540699
A6NCS6,69.195873602179816
A6ND36-1,27.359437495517753
A6NDB9,32.419860091964658
A6NDG6,88.079116162126255
A6NDI6,32.262756031709699
A6NDU8,32.150566896045625
A6NDZ0,58.907033621657078
A6NE76,13.471737243925203
A6NED2,21.796264525997405
A6NEM2,69.935687316524294
A6NEV4,22.280691613584594
A6NF09,39.722446924084807
A6NFH2,31.722583474593307
A6NFM4,38.260091300750013
A6NFX8,165.5475706170017
A6NG74,8.1540285036738531
A6NGJ0,58.196357291134255
A6NGJ4,52.582349696209008
A6NGM8,28.020340692977982
A6NHB5,31.131776150574883
A6NHF2,22.08639419958628
A6NHJ8,41.917466235827973
A6NHL2-1,90.20076960863851
A6NHR9-1,55.529441761005735
A6NHS9,22.306666055268757
A6NHX0,25.517027170893385
A6NIF0,25.680243908639945
A6NIH7,41.131774618624689
A6NIW8,69.729053811868283
A6NJ78-1,26.810750839286566
A6NJB3,54.448964883131161
A6NK58,24.41996114975969
A6NKB8,117.1347609480776
A6NKF1-1,20.345065218005377
A6NL17,43.690932724571248
A6NLM9,21.546912336136941
A6NLQ3,17.580400111853852
A6NLQ9,16.005290973914377
A6NMJ5,47.614210226060784
A6NML8,34.624124121999465
A6NMN0,20.283759659015104
A6NMQ1,15.792875830421394
A6NN38,99.801368352040015
A6NN80,145.93573006828299
A6NNA7,22.829793823467501
A6NNQ7,51.189879931463359
A6NNT6,86.958027479850998
A6PVW9,84.442004934728573
A6PZH2,50.878335800503578
A6XGL1,39.578544571228136
A6XND3,65.919243138402067
A6XND5,73.767771329916513
A6ZJ12,40.92075901734426
A6ZKI3,28.557062660552894
A7BI36,147.46873204268238
A7E2E7,56.93289457621983
A7E2V4-4,18.362670640278477
A7E2Y1-1,12.338336559666926
A7KAX9-1,13.529828372389654
A7MAP0,134.61895439199952
A7MBN1,6.9029833284395394
A7YIJ8,82.928532622579397
A8CG34,52.131560331461685
A8CGI3,145.30713020512474
A8K024,34.066271139660863
A8K039,20.94103727327823
A8K040,27.822996348315939
A8K051,53.731868138141131
A8K0A4,35.080248357684049
A8K0E5,43.841452048951098
A8K0H3,217.94294982527214
A8K0K1,17.826527767413239
A8K0Z3,43.35750997874262
A8K140,68.235750827099409
A8K1F5,12.463401880256857
A8K1M2,240.71614744945532
A8K1U0,18.069478946808236
A8K1V0,66.006674043278636
A8K2P8,18.765254644452504
A8K3A8,148.08726399386364
A8K3B4,193.80525716332895
A8K3L0,39.721916973341244
A8K435,111.683809489485
A8K4E8,29.817423162058375
A8K4L9,104.64212163470249
A8K5E5,8.788067798746928
A8K5U9,87.761585162363403
A8K5W5,26.012260549703068
A8K607,87.680082248819573
A8K6A2,13.192270676303917
A8K6S3,84.590414693600351
A8K702,29.538101732148473
A8K727,30.229788914840746
A8K7K1,15.548928903593087
A8K7S8,46.672788087923095
A8K7U3,32.728148106903653
A8K7X6,62.935875374271511
A8K822,36.249771062980315
A8K878,168.78655831252618
A8K8F9,29.855294057193159
A8K948,28.894333303972658
A8K976,19.306048457129879
A8K9D9,31.252655032754291
A8K9F5,25.10679554870617
A8K9G4,19.499659135505567
A8KA40,45.724783044050824
A8KA79,22.735178215112814
A8KA84,32.322597039297101
A8KAH5,131.3054532712014
A8MPR9,66.800692219848614
A8MPT4,36.494369723094451
A8MQ59,32.717741672176487
A8MSQ1,18.374521517468246
A8MSW6,28.863918741249165
A8MTK4,21.54504191436191
A8MTQ3,28.303338666972977
A8MU03,10.528799181229671
A8MU08,29.271069899610012
A8MU24,117.86215920522773
A8MU27,23.684117316515156
A8MUB1,35.757665372427674
A8MUI4,24.872516208887877
A8MUM1,63.72300338200457
A8MUM5,54.6873273135094
A8MUN2,17.475950264924755
A8MUW3,44.76502230456024
A8MUW5,98.308691966124982
A8MUX6,72.518088874104009
A8MV33,57.285575135267443
A8MVW0,9.1605168524071061
A8MVY7,35.618025950465892
A8MW61,75.293404236857555
A8MWB4,28.77033624370949
A8MWC4,23.148037800246758
A8MWD3,124.91122584766306
A8MWD6,68.759598869120907
A8MWD9,189.72084868614775
A8MWF5,13.82813056424553
A8MWQ3,34.402928788506571
A8MWR0,43.528074853032003
A8MX09,13.989126729122827
A8MX72,126.56279609507267
A8MX73,46.852813585407524
A8MXB7,32.238711262533641
A8MXH3,21.881625361282076
A8MXP9,154.95120505635759
A8MXT3,83.980624236130481
A8MXV4,43.146833700178753
A8MYC7,21.165387545115632
A8MYH0,119.71380790194554
A8MYT4,35.070146521064032
A8MYX5,271.06055845745715
A8MYY8,118.95177626628758
A8MZI2,108.6694939901148
A9UHW6-1,40.700059542966322
B0I1S2,43.599584863310447
B0QY89,131.25252192764853
B0QY95,26.97364366154677
B0QYD3,19.825550211793239
B0QYN7,168.39528770473336
B0QYS6,22.2600048206682
B0QYV8,34.962377568207437
B0QZ18,146.24918258806244
B0S872,47.093257482921871
B0UX85,84.034911001320722
B0V2C8,95.020396134288092
B0VJZ1,16.174071621895656
B0YIW2,86.522631171926989
B0YJ81-1,24.61147128107249
B1AHD1,199.71903634991418
B1AJQ6,75.956335864322341
B1AK53-1,46.517935924534754
B1AKJ5,66.264008161307189
B1AKR6,104.96228736696771
B1AKZ3,51.555551538875989
B1ALH4,16.075262902138117
B1ALM4,22.21308313795187
B1ALY0,19.699908176227769
B1AN99,17.316518510738586
B1ANE6,25.515906642500397
B1ANH2,41.831158129998478
B1AVT2,60.344573386275705
B1AVU8,207.83885553639664
B1AZV3,56.172219781923133
B1B5P7,58.447684846833283
B1NLD0,13.600442862296465
B2R4G1,76.294019578503438
B2R4K7,252.7758714591304
B2R5V0,20.576903634583918
B2R5Y2,58.631650956546807
B2R5Y4,50.223998320737302
B2R6D7,129.27560197945687
B2R6L0,19.831707594625712
B2R704,18.161179523266725
B2R7D7,62.732043550149207
B2R7N7,35.838474160253526
B2R8A7,20.949036687505657
B2R8E4,56.362209406870846
B2R960,127.97931982679644
B2R9S4,81.889163949635403
B2R9Y2,25.037977953238148
B2RB47,74.632087562110954
B2RBA8,129.47898412147114
B2RBJ1,23.774580829687018
B2RC03,31.414734638615656
B2RCK3,55.943562942553832
B2RDK6,97.513972072205775
B2RDU1,14.187042850155242
B2RNV3,23.187188574255156
B2RTQ1,11.463280017046845
B2RTR1,36.53276556368575
B2RTY4-4,7.4184562540102883
B2RWQ1,17.090444132548459
B2RXH3,10.615276168694448
B2ZBW1,21.753882466489564
B2ZZ83,160.66228358608191
B3KM75,50.80833298333296
B3KN91,21.49396892258034
B3KNH5,117.15151238054311
B3KNW1,96.204051702952896
B3KP52,151.27365333224466
B3KP81,37.861010196147291
B3KPG9,171.52892354999634
B3KPJ3,19.842528877864584
B3KPQ7,24.659600241651592
B3KPW9,37.365249331030974
B3KQ79,167.76125673632109
B3KQV7,26.913878741586007
B3KS98,108.37049027520412
B3KSH1,145.71573863179748
B3KSM8,81.895737159020769
B3KT11,72.72780975080768
B3KT15,157.93342411186643
B3KT32,30.376610624221673
B3KTT5,112.73935404489696
B3KUB7,40.307723088355942
B3KUC2,29.313168211474732
B3KUE6,74.639285788342008
B3KUL1,87.480879592779118
B3KUR0,43.2362651511813
B3KVT4,39.75270147866857
