id,HeLa_geiger,HepG2_geiger,LnCap_geiger,HEK293_geiger,A549_geiger,K562_geiger,MCF7_geiger,Jurkat_geiger,RKO_geiger,GAMG_geiger,U2OS_geiger
Q9H6L2,,28.006251625499043,33.429626987420939,,,,55.497809631104737,,13.513448704097147,20.650445490229639,27.715634836145789
Q9HC44,,,,33.156990145321373,,28.915298679552237,,,17.844356858679092,22.753727486287243,23.053198098126135
Q9H7J1,,28.124742841506663,,20.778174436634139,,,,32.210318025719545,,,
O60830,66.951600061808023,64.263336765521288,104.32018906259559,85.078530133748259,52.72939955554353,59.226710277646589,97.908592997183632,47.178652795859627,53.488041508953806,75.70171814017489,69.843323559384686
O60831,,,128.19597630149647,125.94494983023479,98.119637556105204,,111.19747278986661,102.32335112317196,,171.87365770796046,128.18369111760012
O60832,138.49789697725876,131.18275938568476,209.06205442658475,165.62761335581342,118.92842032780879,100.00423956964926,162.10489205416181,98.904951208025224,115.53307040440717,124.10193356034972,146.08901712593274
P17900,,36.474084280244988,134.30758865439392,62.509061222490537,,66.797212775545631,55.946268324223425,28.894880534305457,,93.930850955460826,83.661264518431238
Q9BXL7,,16.017321413200118,,,6.530162984316485,25.518438080115224,,29.245711204882568,,,15.265011674607862
Q9BXL5,,,,,33.550445074804934,83.378192382351415,,,,,
Q86VY4,81.234406538820053,,,,40.401901228021181,,59.19665797911216,62.771845794578681,,,113.55480274902743
P43003,104.37574683625058,,,77.617989361003765,,,,,,,45.469417252597651
P43007,39.746363707780574,84.419975136102082,72.267448810485803,50.55627169567942,58.55624220236416,43.42165454308617,61.375065030979933,57.09046475013588,21.912511259542306,81.104830692733699,96.222166335543989
P43005,,,33.948793164392242,,,,,,,47.851571833159937,
Q9NPI6,46.523704123200673,60.511668784805913,77.364085982262154,109.65742723174587,37.169010956653068,53.670593797797238,53.080322087083495,62.232142434142837,75.776781223142578,46.491932692273274,88.088618265632405
P04179,143.52159587607369,297.17193943458619,132.99966307085234,198.56967126932315,122.30310656761048,82.240807516237552,128.76453594564524,123.44053031661541,135.23913592008856,219.95626874417107,179.39356881952867
Q14249,,52.69457090425049,49.839641284938274,45.906514723696688,47.045095921298405,45.86403071197423,36.377252764138042,24.543566474338473,10.907049640712888,59.972263439069515,
Q14247,121.69932539233076,119.12714565805997,120.94910694860384,179.06421071621398,149.84489554733372,88.306065564091796,178.27470369356169,31.473517184187433,90.877243696629122,167.86049188531763,176.2255782506721
Q14241,38.179632032791289,26.882996364159123,50.653231323917304,83.865992054872208,34.908677644610215,33.716938586149489,40.985852930742077,44.927072544648375,11.545846139096536,47.691431785637754,47.360481960648599
Q96LT9,32.571720785799535,19.806499183433367,47.937714227779793,48.865261441334177,24.954561832592855,26.331374644492669,38.313170311527493,42.834068606673881,23.449809212628786,40.317304167833996,44.946374338190083
O94955,,,,,,17.693333764117721,64.857387180505356,,,31.779520725312594,42.909137583001822
Q16795,116.90452746235496,111.92828318660047,190.48845427093397,157.67128359449839,110.45052775393664,79.833035218899667,144.98818752767741,92.510772123067852,99.896051585420992,148.4990292243227,134.31206282887851
P62280,320.54930884988681,276.80601113113892,335.00957537730983,385.95504185820079,307.1029351375339,231.71135384917659,367.94469376126295,247.49326119864244,215.91040886781192,312.95767266109323,374.2428877595018
Q96FK6,42.150959842941916,29.550861963272528,69.101065531213933,54.417641186177164,34.222417217217341,22.65549255179101,35.417905667022531,51.720480670377526,35.889790388797657,20.441866126551282,62.993881530420104
Q9H8W3,,,,41.838696515167413,38.509647171653768,,28.227138906668387,34.005000313788543,12.737383093789404,,
Q16134,39.745681372732662,48.125477374275846,144.38724084658466,65.96818538620893,34.484351857172513,39.724337085767097,60.848356289955461,54.097382909510564,57.828055135223728,62.007507428825079,37.239431300986297
Q96GK7,53.23616495010085,81.855346353237806,89.276110286736426,119.47551445257092,60.286654288438747,62.352502624267963,107.33243142507361,102.15538109602001,64.163711613168019,97.779693064725123,137.31135853181544
Q2M3D2,,,,,,29.154599230522994,,,,,
Q13569,,,37.129187568492824,73.184276433515862,79.869022973826162,42.070848206059395,64.52849399980974,47.275014645491765,,71.661773688333568,
O95777,118.22022765485889,94.454104128789311,122.16865356157287,176.13428140054452,100.10466372283044,135.90250579569565,119.01952281744072,150.69481111966829,127.27794355068556,122.65783890163948,140.7828664042988
Q13561,107.13142986751102,106.69760972061006,97.220911153039879,159.64544682329395,108.56803268567894,80.855894996590152,123.77444570067776,118.22021708123009,91.824912204248747,157.90575447188263,180.18027277367469
Q8NE62,,55.035392517468459,90.922308404840507,30.690012155607612,33.165518167342917,,29.412113854771754,,22.04459397459317,,
Q00577,65.707243491915875,105.5034779817225,179.21845442615185,131.63166176339635,76.216475807364688,52.289934683630513,100.9904666629313,70.812463607372337,87.211413565089231,92.649282050735962,112.52002366065388
Q9UID6,16.229740190990437,,,20.922367589475627,13.323285616710571,,,,,,
Q01628,183.22170204705424,111.26821955742918,,88.713199705439777,94.204145238404664,148.30986934581114,144.88431847037802,94.56641498221073,108.2764505197468,219.76642871533087,105.98352467309961
O60739,45.967789246549771,50.823755755932012,45.532872948881035,103.41061273582226,80.027614486903715,61.697401155486439,77.313371335630393,46.147622360291621,75.387856348048174,53.866649366009838,101.98639058341627
Q9GZM5,56.315973512584627,50.476089101925425,70.545491043481391,72.748302616785494,45.766045407100052,37.747606373155541,74.204254249080691,53.002967538420783,41.988489957706314,61.808520477858927,66.612602149317482
P35606,146.71202968901872,143.24724079026427,161.19778856390496,195.75694951086805,133.65900247570855,108.76867999882408,182.42011968182783,120.47981914225652,118.36197005133711,183.50448118623717,166.87581968220749
P35609,28.240595677781339,21.706075463996729,33.588372792853875,14.825234404089002,7.4370836540135592,,29.531976285135734,,,16.541899465266848,
Q6P1M9,,,,29.232452353946229,,17.551701619443694,,,,,
Q6P1M0,59.209622949642529,41.155694401844116,65.02235928056615,90.966011556263936,60.079508849280266,50.42030009382006,84.690597107863539,42.476313340480338,86.238216517174877,78.276276741882484,72.402285622623651
P57086,,,41.054145431593248,,,30.042209149265133,,,58.645723323993828,,
P57088,141.54390744861487,135.90138934017412,204.00911407548915,35.49421676428021,142.18914493542184,52.092286873501045,145.89757188221054,97.304813752711667,83.836350941641186,159.06662799233092,131.6004755304026
Q8TED0,108.42198635373552,89.543430182621307,94.978785623981068,134.55144724472771,89.667475227420553,82.833165909500707,109.99990767127558,63.950673282425583,87.066549976559301,78.659724147455947,125.46517617161305
Q8TED1,115.37723987712384,,81.16337056387664,81.542780269826522,102.24404053870073,,87.385052783471977,,71.257766915900049,165.51878632768566,142.12852904365798
O43598,92.907869370295614,76.089083607914517,131.50892511736677,122.15977757904515,104.56881049633142,101.33774531709345,130.48701310709745,92.142659253238762,77.676082357878784,67.283124475302373,74.328125262628546
O43592,100.01898043196503,89.741189587413373,160.72627445759178,115.6344340363765,66.972652217599162,68.525039149159397,149.1661104777524,106.09602137651784,89.738874697256549,107.1979526912563,114.03903211235718
P40121,67.515836894435012,59.108521796227699,,41.984495406593119,58.497001543951207,48.73461695477954,77.943611770209969,88.189515279415374,65.683246454403758,103.51439602175326,
P40123,48.140880248494511,50.663833062350257,34.147590206360583,48.890326228411112,64.62502809268743,,73.891539486738253,,34.995975848841688,117.01938301253944,113.54935580238769
Q86X51,,,,,,,,,,,80.973105031638937
Q86X52,50.035564515625104,33.911013552011717,43.025916757084865,25.384096397859032,15.860184023124278,11.740598097863865,34.842421799130783,15.894536041692172,,45.913680578703399,15.743408004112521
Q86X53,,,,46.909624674847421,,,,40.789106510973298,12.946821065007803,,
Q9BQC6,106.5379045283517,106.93779016923256,168.25400402376422,109.18544935533441,64.914649463497256,69.523090365369754,119.93585801596066,71.576844355580974,25.475419533164015,92.369863438101888,85.700641233140985
P40692,53.423493569076385,30.040658839501862,73.212032512060944,58.234341242924359,41.10386661435178,42.113159398596451,54.057902198136333,50.571337621287398,,40.096763787472526,66.420210847879062
Q9NZI6,,,,28.45114876625712,,,,,,,
Q9NZI8,136.34249163057311,214.25181270993298,31.84879756088122,234.3803852901068,138.3824054429175,162.34955761037023,,115.50018510654411,67.26393298352292,51.281920805843214,75.925641699010129
Q9BTU6,48.301498985628619,55.398906904500713,52.831827022380509,52.309977623964947,64.426271887863834,31.798280751926541,32.606116440249259,65.345407876011677,77.67596417751291,85.599345154753777,79.012739621837667
Q9Y2P8,91.382096731432341,68.294108531076702,84.131375862428712,110.61348427425293,62.595952645049074,72.021912033691265,94.66664786335275,55.093951298358185,94.467116429390089,59.405078017994178,87.63230367022544
P18846,61.436306162754398,,,28.170364767399128,48.575906034538697,32.66463044336318,53.435069865814796,,41.984910293282475,,
P01040,44.228272855822439,57.568142422054947,,27.065910196731707,33.18064440052202,30.138109135543399,,35.383250478598917,,49.150527669492966,97.19769255746057
Q96S90,27.531074264814258,19.817938591906529,,58.361981949215156,22.02345830060306,39.447309510847795,46.552978479414818,34.408473868362876,,23.796442404926648,24.79506324260781
P09693,,,,,,,,68.631534156476235,,,
P42229,47.104215886778753,,38.45755129851468,26.750504563173571,31.749770821905525,109.89118963608138,26.387248170272407,51.37289101919734,30.796502388623956,46.015239878754052,44.364763708759511
Q96JH7,40.212517979820248,28.679838811734619,36.902444809116183,57.506958055260867,28.941862088716686,30.237165544709629,45.993166231704201,50.213144318991631,52.399273779988654,50.832438800073227,55.486352132852865
P19404,84.576500334446806,107.2034299259213,144.48617324362519,141.7010426839739,93.345359086926535,71.452852608389605,110.66132852409451,82.590418405869912,65.200055502341073,93.220108120263106,100.24577218706099
P02808,,,,,,,,,,,116.2330873495808
Q9UIY3,,,40.209431150691515,,,,,,18.691027820240439,,
Q68CQ4,82.979889615935306,59.601041351127925,57.07462137937074,85.202950710244636,47.563626053768616,50.881431092490544,54.569533441937011,32.967111622572062,67.515681021274119,40.176951789611856,77.660091244076767
Q86YL5,,19.95514698038194,32.286414414308346,42.425925237550146,24.761400323246271,,,,,,
O14972,35.901947838320801,16.674887027194796,60.180691372235025,86.930039555072014,59.207452389968331,43.464396873791344,57.380380281008684,52.101462699175251,14.74739262597693,52.843713467985765,63.192624114650982
O14976,47.182101651368761,40.050804231541854,66.739219885407138,77.087640669686991,49.513835288661845,45.339513835885924,61.482479189447474,58.006984403778119,49.772828001403376,79.793459495625527,38.974229856006787
O14977,,,,,,,,,33.62468148934628,,21.269688504353518
O14975,95.0570066747445,57.414050052860638,83.870972633838178,67.773671674140516,116.28697159527592,51.674906747281938,62.139604633372038,29.886522185491305,74.467474178375312,,
Q9GZP9,82.230713104344829,54.688504942590221,76.026988212109515,123.73751049351748,110.82872502118985,,82.318823770456163,,,59.8227109360882,74.53582900606483
Q9UNA4,,,33.193916294201188,21.554658303396927,,13.307567694129304,16.942530438990307,15.069388813804588,12.159106892301196,20.645121443782202,
Q9UBC1,21.971767108863091,,25.563912408923947,28.048857990380764,,,,,,24.04400777000243,
Q9UBC2,,,,,34.023390251316712,,,20.154135558209877,,,
Q92901,,,,,,,,,11.335224031939916,,
Q5QJ74,38.265477381984034,35.192313500301253,68.184583803654618,84.264054081887295,29.561819418584065,,30.89567975514721,20.211474436593814,46.107722012763652,62.534956838216154,40.116755791842166
Q9Y644,25.677064926125027,24.494931024785046,,26.784565728471538,25.118065301729036,,17.194055939437675,19.186238620657797,36.619546001012431,21.276197695032764,
Q12948,21.602539287964845,,,78.094800202772092,,,,,,,
P62861,221.459520609848,189.90922978590507,217.85285758889344,289.47837299440556,209.526482294837,141.13056937419159,259.55053037495946,186.11073610885356,160.59429116815619,252.00543624272018,271.00822937071052
P51812,101.9822971968443,144.96587893957704,90.974053749441126,125.70288531337017,92.651797273866194,65.513628921930788,107.26072341673357,76.012378772230804,68.104456450382429,108.74561605474553,102.2873815751941
P51817,25.719362887888039,,,22.939085941200052,30.142872465071399,,,24.061655471335264,24.668566886592512,,
O43567,28.363644223284705,17.065136019628067,42.129970482699044,51.249362524019652,,,28.96409874487388,,,53.141822232622822,
O14493,,,34.419444808714829,,22.424174948423214,,58.734773972954834,,,,
O14495,42.136380475185696,77.500667046758394,56.518144495322908,69.578349446029605,56.423139787151648,,37.63739411066792,,,58.068577439765534,39.829120026829969
O95926,54.265694717396308,22.957125911831241,43.532543253697781,79.362470678156583,41.23241567317254,58.119017033422899,55.580903499243583,54.599594812136296,39.796111159733307,58.654679539432074,76.586753006410575
P05412,,,,90.208575758138906,38.177983531810135,38.478295837701779,,,109.2184360803073,46.889922842847788,69.799862914883704
Q9HAV0,86.659346031829571,,25.609542450646984,80.465701017645173,56.314508294001719,29.695477184144593,,,,112.60622819375931,62.476676733341826
Q9HAV7,126.39227654190091,136.36309283261087,184.41766824889729,162.46722539049676,84.975385868593165,89.78269618009034,153.68722829857666,127.9706570014035,136.5607468521853,164.36360223867723,130.08948916596128
Q14457,46.368464152786693,43.839004480651504,23.297491791086898,72.023149694300386,42.515213249842084,37.798290262875952,53.503165973734802,49.526323591013131,44.274950946966975,64.53948088098366,62.583114943841146
Q9H5X1,85.306142995988679,76.706356307154124,46.227534152721915,83.580871415358885,94.240493195135784,73.187713563221152,97.894067751542664,67.77434599788387,58.679939306947375,73.02962489674195,105.29984048711533
Q9Y291,78.461556879637854,102.24656731542855,148.69565986589441,119.74919971302397,96.841420679171677,70.763448658630978,110.87600774746359,85.25144859007743,109.89761329471941,107.67570220263316,99.082316756371014
Q9NX57,50.070566358771991,35.577666899128253,38.075484271917119,,,18.463920343954712,,,15.434009566762555,,
Q9NX58,99.806370695459634,94.343404489290108,127.51370265630889,157.9909948874899,65.809943938616712,124.58012856995691,117.28539633764125,112.80809711551395,107.70796566299735,92.522430152325626,109.72114727509749
P50336,69.351670356196237,60.903096162098358,102.42686193331463,80.77596562725121,67.597092772137856,43.927034896929428,57.362293634623221,43.459425946933479,76.981604178953503,113.28853521192779,70.194867986889534
Q9NR77,,,68.553321685024358,,,,53.292846947730062,43.939381264320296,12.655056119010359,29.478551817373273,42.403397820723228
Q96KQ4,,21.863220141259369,36.744413018860755,30.655479029287498,,9.9660236663618083,30.159570952864684,,,16.714983202196226,
Q03167,,40.976141939163618,,,,23.448722264915233,,,,,
P13994,23.900733677793397,14.178680070040917,31.222398782653364,37.614449844722706,20.532736353447959,23.794331210652683,28.414650565289513,18.974710904015254,,,
P13995,114.2312389048181,109.70891578099354,143.90387494915626,153.09329332277198,91.081490472681594,86.865504827099087,136.79962892740349,87.252895013508692,108.87197675466039,73.589880687868174,184.74285621939725
Q03169,33.477598880219212,,,,73.788480964703311,28.927685641410953,,,20.320186863448161,100.60446595248887,22.316672085120771
Q96EF6,,,,,59.828168756759233,28.66382031998539,33.916350201976186,,,26.541923097765888,46.193036971515575
P55789,57.265693821804142,39.750858814655949,97.035730996800154,66.094330779851177,54.11166434715161,46.176107579066446,58.673269851790927,53.571653481237043,94.776851012799824,70.153341088669251,49.179895244368197
P55786,130.90390182061594,172.54941495977118,192.09324598198319,200.65846536252411,126.52535702377914,105.60860814571915,180.91835228147261,90.628773326847693,117.09729163273653,193.40456015752719,184.64493519180897
Q96NR8,18.833771156587542,,,,,40.324032111346739,,37.146001029848364,,17.325330877934064,
P13667,171.12296063517724,234.01675670734002,248.37556001537348,220.68987759964705,189.54725980983758,141.12274243590124,249.83649936977181,158.04773263147618,147.99111796684929,261.5835823495151,186.32074560590888
Q8N2H3,,,56.021066343732606,,,,24.388700768204743,,,27.675797789820358,
Q8N2H4,,,85.063776422913776,45.968510031429346,,,91.034468932195949,,,,
Q96R06,31.506620319302574,,,60.160732626409121,33.900188601712749,50.752830615720676,17.312510007504841,41.29396368320819,12.783234342560323,50.857926986792648,61.388758785800853
Q9Y324,22.541658956922646,60.63357574850118,75.665265799429051,60.978129865991882,72.52095407610885,,73.625636871313574,48.541877334021706,57.886230701366152,40.996410458396724,64.291317028413317
Q08117,40.220106592271812,,87.010907639683467,80.977783147579643,,36.552495509356156,59.114740008233987,81.783040823485933,,75.888829636272703,
P41440,37.239722877836904,,36.1127380575563,29.759863415052084,35.015335363185002,36.37680675151023,47.554660635486599,,,34.106693655511002,
P27361,55.376770046651927,64.517327735203438,77.802944726534562,139.63137097834399,39.317094063676173,35.153286956597839,109.97593792485048,101.08723436310682,79.88692043723141,103.33995319319267,88.992192750572897
Q96M94,12.904371746896674,,,21.114725886285498,,14.357115299945278,,,,,
Q63HK5,,,31.686952285866546,33.167524897195186,,22.582119577932673,,,,17.781288918687551,30.840769382092098
Q9BWN1,10.567198168048481,,,,,,27.240983716393643,,,,41.723058121809444
Q8NHP8,59.024630552759426,85.624619055051156,90.873082350972638,83.920930683560286,55.417729008436993,43.821793517000437,84.606610299876635,69.572595056577271,45.399585285381931,116.77255229573505,75.150107005612242
